drug_id,drug_seq
CHEMBL4856071,O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
CHEMBL4875377,O=C(N[C@@H](CO)C(=O)O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
CHEMBL4867684,NC(=O)C[C@H](NC(=O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1)C(=O)O
CHEMBL4872646,NC(=O)CC[C@H](NC(=O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1)C(=O)O
CHEMBL4867568,CCOC(=O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1F
CHEMBL4856356,N#Cc1cc(C#Cc2ccc(C(F)(F)F)cc2Cl)cc(C(=O)O)c1
CHEMBL4876954,N#Cc1cc(CCc2ccc(C(F)(F)F)cc2Cl)cc(C(=O)O)c1
CHEMBL4874662,CNCc1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
CHEMBL4875626,FC(F)c1cncc(-c2ccc3ncc4nnc(C5=CCCCC5)n4c3c2)c1
CHEMBL4854774,CC(=O)Nc1cc(-c2ccc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)nc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C
CHEMBL4098253,COC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1
CHEMBL4850135,CCC(=O)Nc1cc(-c2ccc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)nc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C
CHEMBL4856941,CCC(=O)N(CC)c1cc(-c2ccc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)nc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C
CHEMBL4869660,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)nc3)cc(NC(=O)CC(C)C)c2C)c(=O)[nH]1
CHEMBL4849327,C=C(C)C(=O)N(CC)c1cc(-c2ccc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)nc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C
CHEMBL4866500,Cc1c(CCN2CC3(CCN(c4nccn5ccnc45)CC3)NC2=O)c(=O)oc2cc(OCC(C)c3ccccc3)ccc12
CHEMBL4874211,Cc1c(CCN2CC3(CCN(c4nccn5ccnc45)CC3)NC2=O)c(=O)oc2cc(O[C@H](C)c3ccccc3)ccc12
CHEMBL4870683,CCN(CC)c1ccc2c(C)c(CCN3CC4(CCN(c5ncnc6[nH]ncc56)CC4)NC3=O)c(=O)oc2c1
CHEMBL4848583,CCN(CC)c1ccc2c(C)c(CCN3CC4(CCN(c5nccn6ccnc56)CC4)NC3=O)c(=O)oc2c1
CHEMBL4856046,Cc1c(CCN2CC3(CCN(c4nccn5ccnc45)CC3)NC2=O)c(=O)oc2cc(O[C@@H](C)c3ccccc3)ccc12
CHEMBL4859730,CCN(CC)c1ccc2c(C)c(CCN3CC4(CCN(c5ncccn5)CC4)NC3=O)c(=O)oc2c1
CHEMBL4849658,CCN(CC)c1ccc2c(C)c(CCOC(=O)NCc3cccc(-c4ccc[nH]c4=O)c3)c(=O)oc2c1
CHEMBL4855805,CCN(CC)c1ccc2c(C)c(CCOC(=O)NCc3cccc(-c4c[nH]cn4)c3)c(=O)oc2c1
CHEMBL4866739,CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(c5nccn6ccnc56)CC4)C3=O)c(=O)oc2c1
CHEMBL4856361,CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(c5ncnc6[nH]cnc56)CC4)C3=O)c(=O)oc2c1
CHEMBL4854105,CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(c5nccn6ncnc56)CC4)C3=O)c(=O)oc2c1
CHEMBL4862037,CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(c5ncnc6[nH]ncc56)CC4)C3=O)c(=O)oc2c1
CHEMBL4848404,Cc1c(CN2CC3(CCN(c4nccn5ccnc45)CC3)NC2=O)c(=O)oc2cc(OCC(C)c3ccccc3)ccc12
CHEMBL4858385,CCN(CC)c1ccc2c(C)c(CCOC(=O)NCc3cccc(C(N)=O)c3)c(=O)oc2c1
CHEMBL4850480,CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(c5ncccn5)CC4)C3=O)c(=O)oc2c1
CHEMBL4872061,CCN(CC)c1ccc2c(C)c(CCOC(=O)NCc3cccc(NC(C)=O)c3)c(=O)oc2c1
CHEMBL4846353,CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(S(=O)(=O)c5ccccc5)C4)C3=O)c(=O)oc2c1
CHEMBL4855362,CCN(CC)c1ccc2c(C)c(CCOC(=O)NCc3ccccc3)c(=O)oc2c1
CHEMBL4871026,CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(S(=O)(=O)c5cccnc5)C4)C3=O)c(=O)oc2c1
CHEMBL4859449,CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(c5ncnc6[nH]cnc56)C4)C3=O)c(=O)oc2c1
CHEMBL4867929,CCN(CC)c1ccc2c(C)c(CCOC(=O)NCc3cccnc3)c(=O)oc2c1
CHEMBL4875945,Cc1cc(=O)oc2cc(OCC(C)c3ccccc3)ccc12
CHEMBL4861156,CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(c5ncccn5)C4)C3=O)c(=O)oc2c1
CHEMBL4871041,CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(C(=O)c5c[nH]cn5)C4)C3=O)c(=O)oc2c1
CHEMBL4877002,CCN(CC)c1ccc2c(C)c(CCOC(=O)NCc3cncc(NC(C)=O)c3)c(=O)oc2c1
CHEMBL3917902,O=C(O)Cc1cccc(C(=O)Nc2ccc3c(c2)OCO3)c1
CHEMBL4448221,Cc1cc(C(F)(F)F)cnc1CC(=O)O
CHEMBL4546565,Cc1cc(F)cnc1CC(=O)O
CHEMBL4589358,CC(C)c1ccc(Sc2ccc(F)cc2CC(=O)O)cc1
